step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
20.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
25.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
30.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
35.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
40.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
45.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
50.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
55.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
60.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
65.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
70.0,0,0.0,0.0,11.662937492830679,0,0.0,0.8279896719630232,0,0.0
75.0,0,0.0,0.0,13.80999579103531,0,0.0,0.980416288079995,0,0.0
80.0,0,0.0,0.0,13.789221677089648,0,0.0,0.9789414665093773,0,0.0
85.0,0,0.0,0.0,13.711374149749593,0,0.0,0.9734148186417156,0,0.0
90.0,0,0.0,0.0,13.811677495807947,0,0.0,0.9805356777435245,0,0.0
95.0,0,0.0,0.0,14.057287699751162,0,0.0,0.9979723408756661,0,0.0
100.0,0,0.0,0.0,13.66217558199873,0,0.0,0.9699220531186106,0,0.0
105.0,0,0.0,0.0,13.783810234720425,0,0.0,0.978557290705049,0,0.0
110.0,0,0.0,0.0,13.8606919577332,0,0.0,0.9840153729983332,0,0.0
115.0,0,0.0,0.0,13.767411948971988,0,0.0,0.9773931233376125,0,0.0
120.0,0,0.0,0.0,13.856978307220691,0,0.0,0.983751728931688,0,0.0
125.0,0,0.0,0.0,0.10624828827292444,0,0.0,0.007542909786476089,0,0.0
130.0,1,5.0,5.0,0.0001514902674225667,1,5.0,1.075478428191064e-05,1,5.0
135.0,1,10.0,10.0,0.0,1,10.0,0.0,1,10.0
140.0,1,15.0,15.0,0.0,1,15.0,0.0,1,15.0
145.0,1,20.0,20.0,0.0,1,20.0,0.0,1,20.0
150.0,0,0.0,0.0,2.2377622220665216,0,0.0,1.0,0,0.0
