step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
20.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
25.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
30.0,0,0.0,0.0,10.0,0,0.0,0.7213795699901349,0,0.0
35.0,0,0.0,0.0,13.207325821189698,0,0.0,0.9492515279067719,0,0.0
40.0,0,0.0,0.0,13.71572411760327,0,0.0,0.9801572064268531,0,0.0
45.0,0,0.0,0.0,13.810335663511534,0,0.0,0.9887817112877031,0,0.0
50.0,0,0.0,0.0,13.623137224189588,0,0.0,0.9745173722333222,0,0.0
55.0,0,0.0,0.0,13.72615747597639,0,0.0,0.9832471499407109,0,0.0
60.0,0,0.0,0.0,13.745688377428916,0,0.0,0.982824482456777,0,0.0
65.0,0,0.0,0.0,12.4405726165378,0,0.0,0.8885106611470341,0,0.0
70.0,0,0.0,0.0,13.617942106302486,0,0.0,0.971334366346178,0,0.0
75.0,0,0.0,0.0,13.825121112025933,0,0.0,0.9867790132745041,0,0.0
80.0,0,0.0,0.0,12.564418622841382,0,0.0,0.9146099726657454,0,0.0
85.0,1,2.0,0.5,9.707946981169993,1,2.0,0.7287351550589076,1,2.0
90.0,1,7.0,1.75,9.353509722790898,1,7.0,0.7001768485649162,1,7.0
95.0,1,12.0,3.0,9.696660843319783,1,12.0,0.6624395027788865,1,12.0
100.0,0,0.0,0.0,10.130445320845476,0,0.0,0.9820413628946537,0,0.0
105.0,0,0.0,0.0,11.251978601753374,0,0.0,0.986142473019693,0,0.0
110.0,0,0.0,0.0,12.186266595165373,0,0.0,0.9881105560363354,0,0.0
115.0,0,0.0,0.0,12.851533005321992,0,0.0,0.9662571820379329,0,0.0
120.0,0,0.0,0.0,11.496388636697151,0,0.0,0.7051959592899699,0,0.0
125.0,1,4.0,1.0,10.10103740049086,1,4.0,0.4836548181351026,1,4.0
130.0,1,9.0,2.25,10.127405442188284,1,9.0,0.4851590017604926,1,9.0
135.0,1,14.0,3.5,10.07220924506688,1,14.0,0.4918465298124205,1,14.0
